word	part_of_speech	major	minor
미역국	명사	식생활	음식
미용	명사	의생활	미용 행위
미용사	명사	사회생활	직업
미용실	명사	의생활	의생활 관련 장소
미움	명사	인간	감정
미인	명사	인간	사람의 종류
미장원	명사	의생활	의생활 관련 장소
미지근하다	형용사	개념	온도
미치다01	동사	인간	인지 행위
미치다01	동사	인간	인지 행위
미터	의존명사	개념	세는 말
미팅	명사	사회생활	사회 행사
미혼모	명사	인간	사람의 종류
민간	명사	사회생활	사회 생활 상태
민간단체00	명사	정치와 행정	정치 및 행정 주체
민감하다	형용사	인간	감정
민망하다	형용사	인간	감정
민박	명사	주생활	주거 형태
민속	명사	문화	전통문화
민족주의	명사	정치와 행정	정치 및 치안 상태
민주	명사	정치와 행정	정치 및 치안 상태
민주적01∙ 민주적02	관형사∙명사	정치와 행정	정치 및 치안 상태
민주주의	명사	정치와 행정	정치 및 치안 상태
민주화	명사	정치와 행정	정치 및 치안 상태
민첩하다	형용사	인간	태도
믿다	동사	인간	인지 행위
믿다	동사	종교	종교 행위
믿음	명사	인간	감정
밀가루	명사	식생활	식재료
밀다	동사	인간	신체 행위
밀다	동사	인간	신체 행위
밀도	명사	개념	정도
밀리미터	의존명사	개념	세는 말
밀림	명사	자연	지형
밀어붙이다	동사	사회생활	사회 활동
밀어주다	동사	사회생활	사회 활동
밉다	형용사	인간	감정
및	부사	개념	접속
밑	명사	개념	위치 및 방향
밑창	명사	의생활	모자, 신발, 장신구
바깥	명사	개념	위치 및 방향
바꾸다	동사	사회생활	사회 활동
바꾸다	동사	사회생활	통신 행위
바나나	명사	식생활	과일
바다	명사	자연	지형
바닥	명사	주생활	주택 구성
바닷가	명사	자연	지형
바둑	명사	삶	여가 활동
바라다	동사	인간	인지 행위
바라다보다	동사	인간	신체 행위
바라보다	동사	인간	신체 행위
바람01	명사	자연	기상 및 기후
바람03	명사	인간	인지 행위
바래다01	동사	개념	색깔
바래다주다	동사	사회생활	사회 활동
바로	부사	개념	모양
바르다01	동사	삶	치료 행위
바르다03	형용사	인간	태도
바르다03	형용사	인간	태도
바보	명사	인간	사람의 종류
바쁘다	형용사	삶	삶의 상태
바삐	부사	삶	삶의 상태
바싹	부사	개념	정도
바싹	부사	개념	정도
바위	명사	자연	지표면 사물
바이올린	명사	삶	여가 도구
바자회	명사	경제생활	경제 행위 장소
바지	명사	의생활	옷 종류
바짝	부사	개념	위치 및 방향
바퀴01/바퀴02	명사/의존명사	개념	세는 말
바퀴벌레	명사	동식물	곤충류
박02	의존명사	개념	시간
박람회	명사	문화	문화생활 장소
박물관	명사	문화	문화생활 장소
박사	명사	교육	학문 행위
박수	명사	인간	신체 행위
박자	명사	개념	속도
밖	명사	개념	위치 및 방향
반01	명사	개념	양
반02	명사	교육	학교 시설
반감	명사	인간	감정
반갑다	형용사	인간	감정
반기다	동사	사회생활	사회 활동
반나절	명사	개념	시간
반달01	명사	자연	천체
반대	명사	개념	위치 및 방향
반대쪽	명사	개념	위치 및 방향
반도	명사	자연	지형
반듯하다	형용사	개념	모양
반론	명사	사회생활	언어 행위
반목	명사	인간	감정
반문	명사	사회생활	언어 행위
반바지	명사	의생활	옷 종류
반박	명사	사회생활	언어 행위
반반	명사	개념	양
반성	명사	인간	인지 행위
반세기	명사	개념	시간
반주01	명사	문화	음악
반지	명사	의생활	모자, 신발, 장신구
반짝거리다	동사	개념	밝기
반짝반짝01	부사	개념	밝기
반짝이다	동사	개념	밝기
반쪽	명사	개념	모양
반찬	명사	식생활	음식
반창고	명사	삶	병과 증상
반칙	명사	사회생활	사회 활동
반팔	명사	의생활	옷 종류
반품	명사	경제생활	경제 행위
반하다01	동사	인간	인지 행위
반하다02	동사	사회생활	사회 활동
반항	명사	사회생활	사회 활동
반환점	명사	개념	위치 및 방향
받다01	동사	사회생활	사회 활동
받들다	동사	인간	태도
발01	명사	인간	신체 부위
발가락	명사	인간	신체 부위
발꿈치	명사	인간	신체 부위
발돋움	명사	인간	신체 행위
발등	명사	인간	신체 부위
발라드	명사	문화	음악
발령	명사	사회생활	직장 생활
발목	명사	인간	신체 부위
발바닥	명사	인간	신체 부위
발병02	명사	삶	병과 증상
발상02	명사	인간	인지 행위
발신자	명사	사회생활	인간관계
발언	명사	사회생활	언어 행위
발전01	명사	경제생활	경제 행위
발전소	명사	경제생활	경제 행위 장소
발짝	의존명사	개념	세는 말
발톱	명사	인간	신체 부위
발표자	명사	인간	사람의 종류
발표회	명사	사회생활	사회 행사
발효01	명사	정치와 행정	정치 및 행정 행위
발효02	명사	동식물	동식물 행위
발휘	명사	인간	능력
밝다02/밝다01	형용사/동사	개념	밝기
밝다02/밝다01	형용사/동사	개념	밝기
밝혀내다	동사	인간	인지 행위
밝혀지다	동사	인간	인지 행위
밝혀지다	동사	인간	인지 행위
밝히다	동사	개념	밝기
밟다	동사	인간	신체 행위
밟히다	동사	인간	신체 행위
밤02	명사	식생활	과일
밤01	명사	개념	시간
밤낮01/밤낮02	명사/부사	개념	시간
밤낮없이	부사	개념	빈도
밤늦다	형용사	개념	시간
밤새	명사	개념	시간
밤색	명사	개념	색깔
밤중	명사	개념	시간
밥	명사	식생활	음식
밥	명사	식생활	음식
밥그릇	명사	식생활	조리 도구
밥맛	명사	식생활	맛
밥솥	명사	식생활	조리 도구
방01	명사	주생활	주택 구성
방귀	명사	인간	생리 현상
방금02/방금01	부사/명사	개념	시간
방문02	명사	주생활	주택 구성
방문03	명사	사회생활	사회 활동
방바닥	명사	주생활	주택 구성
방범	명사	정치와 행정	사법 및 치안 행위
방송01	명사	사회생활	매체
방송국	명사	사회생활	직장
방송인	명사	문화	문화 활동 주체
방영	명사	문화	문화 활동
방울01	명사	개념	모양
방울01	명사	개념	세는 말
방청객	명사	문화	문화 활동 주체
방향	명사	개념	위치 및 방향
밭	명사	경제생활	경제 행위 장소
배01	명사	인간	신체 부위
배02	명사	사회생활	교통수단
배03	명사	식생활	과일
배05	명사	개념	세는 말
배고프다	형용사	인간	생리 현상
배구	명사	삶	여가 활동
배꼽	명사	인간	신체 부위
배달02	명사	경제생활	경제 행위
배드민턴	명사	삶	여가 활동
배부르다	형용사	인간	생리 현상
배역	명사	문화	문화 활동
배우	명사	문화	문화 활동 주체
배우다	동사	교육	교수 학습 행위
배웅	명사	사회생활	사회 활동
배추	명사	식생활	채소
배탈	명사	삶	병과 증상
배편	명사	사회생활	교통수단
배포	명사	사회생활	통신 행위
백00	명사	의생활	모자, 신발, 장신구
백02∙백01	수사∙관형사	개념	수
백과사전	명사	사회생활	매체
백만02∙백만01	수사∙관형사	개념	수
백지	명사	교육	학습 관련 사물
백혈병	명사	삶	병과 증상
백화점	명사	경제생활	경제 행위 장소
뱀	명사	동식물	동물류
뱃속	명사	인간	신체 부위
뱉다	동사	인간	신체 행위
버럭	부사	인간	소리
버릇	명사	삶	일상 행위
버릇없다	형용사	인간	태도
버섯02	명사	식생활	채소
버스	명사	사회생활	교통수단
버터	명사	식생활	식재료
벅차다	형용사	인간	감정
번	의존명사	개념	세는 말
번개	명사	자연	기상 및 기후
번번이	부사	개념	빈도
번째	의존명사	개념	세는 말
번호	명사	개념	세는 말
벌02	의존명사	개념	세는 말
벌03	명사	동식물	곤충류
벌겋다	형용사	개념	색깔
벌금	명사	정치와 행정	사법 및 치안 행위
벌다02	동사	경제생활	경제 행위
벌레	명사	동식물	곤충류
벌써	부사	개념	시간
벌어지다01	동사	인간	용모
벌판	명사	자연	지형
범위	명사	개념	지역
범인02	명사	정치와 행정	사법 및 치안 주체
범죄	명사	정치와 행정	사법 및 치안 행위
범죄자	명사	정치와 행정	사법 및 치안 주체
범하다	동사	사회생활	사회 활동
범행	명사	정치와 행정	사법 및 치안 행위
-법	접사	정치와 행정	사법 및 치안 행위
법01	명사	정치와 행정	사법 및 치안 행위
법규	명사	정치와 행정	사법 및 치안 행위
법대00	명사	교육	교육 기관
법률	명사	정치와 행정	사법 및 치안 행위
법률가	명사	정치와 행정	사법 및 치안 주체
법안	명사	정치와 행정	사법 및 치안 행위
법원01	명사	정치와 행정	공공 기관
법적01∙법적02	관형사∙명사	정치와 행정	사법 및 치안 행위
법정01	명사	정치와 행정	사법 및 치안 행위
벗	명사	사회생활	인간관계
벗기다	동사	의생활	의복 착용 행위
벗다	동사	의생활	의복 착용 행위
벚꽃	명사	동식물	식물류
베개	명사	주생활	생활용품
베끼다	동사	교육	교수 학습 행위
베다01	동사	인간	신체 행위
베다02	동사	인간	신체 행위
베란다	명사	주생활	주택 구성
베스트셀러	명사	문화	문학
베트남	명사	개념	지역
베풀다	동사	사회생활	사회 활동
벤처	명사	경제생활	경제 행위
벨트	명사	의생활	모자, 신발, 장신구
벼	명사	식생활	곡류
벼락	명사	자연	기상 및 기후
벼르다	동사	인간	인지 행위
벽	명사	주생활	주택 구성
벽돌	명사	주생활	주택 구성
벽시계	명사	주생활	생활용품
벽화	명사	문화	전통문화
변02	명사	개념	위치 및 방향
변기	명사	주생활	생활용품
변덕	명사	인간	감정
변덕스럽다	형용사	인간	성격
변두리	명사	주생활	주거 지역
변명	명사	사회생활	언어 행위
변모	명사	인간	신체 변화
변비	명사	삶	병과 증상
변신	명사	인간	신체 변화
변형	명사	인간	신체 변화
변호사	명사	정치와 행정	사법 및 치안 주체
별01	명사	자연	천체
별02	관형사	개념	정도
별나다	형용사	인간	성격
별로01	부사	개념	정도
병01	명사	삶	병과 증상
병02	명사	개념	세는 말
병동	명사	삶	치료 시설
병들다	동사	삶	병과 증상
병명	명사	삶	병과 증상
병문안	명사	사회생활	사회 활동
병상	명사	삶	병과 증상
병세	명사	삶	병과 증상
병아리	명사	동식물	동물류
병원	명사	삶	치료 시설
보건소	명사	삶	치료 시설
보내다	동사	사회생활	사회 활동
보내다	동사	사회생활	사회 활동
보다01	동사	인간	신체 행위
보다01	동사	인간	신체 행위
보다01	동사	사회생활	사회 활동
보다01	동사	교육	교수 학습 행위
보다04	부사	개념	정도
보라색	명사	개념	색깔
보람	명사	인간	감정
보름	명사	개념	시간
보름	명사	개념	시간
보름달	명사	자연	천체
보리	명사	식생활	곡류
보리차	명사	식생활	음료
보살피다	동사	사회생활	사회 활동
보상01	명사	정치와 행정	사법 및 치안 행위
보상01	명사	정치와 행정	사법 및 치안 행위
보상금02	명사	경제생활	경제 수단
보수02	명사	경제생활	경제 수단
보수적01∙ 보수적02	관형사∙명사	인간	성격
보안	명사	정치와 행정	사법 및 치안 행위
보약	명사	식생활	음식
보육	명사	삶	삶의 행위
보이다01	동사	인간	감각
보이다01	동사	인간	인지 행위
보일러	명사	주생활	생활용품
보자기	명사	주생활	생활용품
보잘것없다	형용사	개념	성질
보조금	명사	경제생활	경제 수단
보증금	명사	경제생활	경제 수단
보행자	명사	인간	사람의 종류
보험	명사	경제생활	경제 수단
보험료	명사	경제생활	경제 수단
복권02	명사	경제생활	경제 수단
복귀	명사	사회생활	사회 활동
복부	명사	인간	신체 부위
복숭아	명사	식생활	과일
복습	명사	교육	교수 학습 행위
복용	명사	삶	병과 증상
복장	명사	의생활	의복 착용 상태
복제	명사	사회생활	통신 행위
복종	명사	사회생활	사회 활동
복지	명사	정치와 행정	정치 및 행정 행위
복통	명사	삶	병과 증상
볶다	동사	식생활	식사 및 조리 행위
볶음	명사	식생활	음식
볶음밥	명사	식생활	음식
본국	명사	개념	지역
본문	명사	교육	학문 용어
본받다	동사	사회생활	사회 활동
본사	명사	경제생활	경제 행위 장소
본선	명사	사회생활	사회 행사
본성	명사	인간	성격
본인01/본인02	명사/대명사	개념	인칭
